sampleid,experiment,set,compound,concentration_mM,compound_class,samplename,group,treatment,day,mouse.number
CC150,CCME11,1,Propionate,3.2199999999999998,Fatty Acids,MMF.16S.326_CC150,FMT Control,Ampicillin,37,124
CC150,CCME11,1,Succinate,0.48,Organic acids,MMF.16S.326_CC150,FMT Control,Ampicillin,37,124
CC150,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC150,FMT Control,Ampicillin,37,124
CC151,CCME11,1,5-Aminovalerate,0.34,Fatty Acids,MMF.16S.326_CC151,FMT Control,Ampicillin,37,125
CC151,CCME11,1,Acetate,6.83,Fatty Acids,MMF.16S.326_CC151,FMT Control,Ampicillin,37,125
CC151,CCME11,1,Butyrate,3.3000000000000003,Fatty Acids,MMF.16S.326_CC151,FMT Control,Ampicillin,37,125
CC151,CCME11,1,Glycine,0.84,Amino Acids,MMF.16S.326_CC151,FMT Control,Ampicillin,37,125
CC151,CCME11,1,Proline,0.72,Amino Acids,MMF.16S.326_CC151,FMT Control,Ampicillin,37,125
CC151,CCME11,1,Propionate,2,Fatty Acids,MMF.16S.326_CC151,FMT Control,Ampicillin,37,125
CC151,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC151,FMT Control,Ampicillin,37,125
CC151,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC151,FMT Control,Ampicillin,37,125
CC152,CCME11,1,5-Aminovalerate,0.29000000000000004,Fatty Acids,MMF.16S.326_CC152,FMT Control,Ampicillin,37,126
CC152,CCME11,1,Acetate,8.11,Fatty Acids,MMF.16S.326_CC152,FMT Control,Ampicillin,37,126
CC152,CCME11,1,Butyrate,2.92,Fatty Acids,MMF.16S.326_CC152,FMT Control,Ampicillin,37,126
CC152,CCME11,1,Glycine,0.32,Amino Acids,MMF.16S.326_CC152,FMT Control,Ampicillin,37,126
CC152,CCME11,1,Proline,0.63,Amino Acids,MMF.16S.326_CC152,FMT Control,Ampicillin,37,126
CC152,CCME11,1,Propionate,2.7399999999999998,Fatty Acids,MMF.16S.326_CC152,FMT Control,Ampicillin,37,126
CC152,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC152,FMT Control,Ampicillin,37,126
CC152,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC152,FMT Control,Ampicillin,37,126
CC153,CCME11,1,5-Aminovalerate,0.67,Fatty Acids,MMF.16S.326_CC153,PBS,Ampicillin,37,107
CC153,CCME11,1,Acetate,24.6,Fatty Acids,MMF.16S.326_CC153,PBS,Ampicillin,37,107
CC153,CCME11,1,Butyrate,3.27,Fatty Acids,MMF.16S.326_CC153,PBS,Ampicillin,37,107
CC153,CCME11,1,Glycine,0.77,Amino Acids,MMF.16S.326_CC153,PBS,Ampicillin,37,107
CC153,CCME11,1,Proline,0.73,Amino Acids,MMF.16S.326_CC153,PBS,Ampicillin,37,107
CC153,CCME11,1,Propionate,3.1999999999999997,Fatty Acids,MMF.16S.326_CC153,PBS,Ampicillin,37,107
CC153,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC153,PBS,Ampicillin,37,107
CC153,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC153,PBS,Ampicillin,37,107
CC154,CCME11,1,5-Aminovalerate,0.09999999999999999,Fatty Acids,MMF.16S.326_CC154,PBS,Ampicillin,37,108
CC154,CCME11,1,Acetate,18.43,Fatty Acids,MMF.16S.326_CC154,PBS,Ampicillin,37,108
CC154,CCME11,1,Butyrate,2.73,Fatty Acids,MMF.16S.326_CC154,PBS,Ampicillin,37,108
CC154,CCME11,1,Glycine,0.85,Amino Acids,MMF.16S.326_CC154,PBS,Ampicillin,37,108
CC154,CCME11,1,Proline,0.7000000000000001,Amino Acids,MMF.16S.326_CC154,PBS,Ampicillin,37,108
CC154,CCME11,1,Propionate,3.11,Fatty Acids,MMF.16S.326_CC154,PBS,Ampicillin,37,108
CC154,CCME11,1,Succinate,0.05,Organic acids,MMF.16S.326_CC154,PBS,Ampicillin,37,108
CC154,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC154,PBS,Ampicillin,37,108
CC155,CCME11,1,5-Aminovalerate,0.11,Fatty Acids,MMF.16S.326_CC155,PBS,Ampicillin,37,109
CC155,CCME11,1,Acetate,11.65,Fatty Acids,MMF.16S.326_CC155,PBS,Ampicillin,37,109
CC155,CCME11,1,Butyrate,7.01,Fatty Acids,MMF.16S.326_CC155,PBS,Ampicillin,37,109
CC155,CCME11,1,Glycine,0.46,Amino Acids,MMF.16S.326_CC155,PBS,Ampicillin,37,109
CC155,CCME11,1,Proline,0.48,Amino Acids,MMF.16S.326_CC155,PBS,Ampicillin,37,109
CC155,CCME11,1,Propionate,1.9699999999999998,Fatty Acids,MMF.16S.326_CC155,PBS,Ampicillin,37,109
CC155,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC155,PBS,Ampicillin,37,109
CC155,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC155,PBS,Ampicillin,37,109
CC156,CCME11,1,5-Aminovalerate,0.4,Fatty Acids,MMF.16S.326_CC156,PBS,Ampicillin,37,110
CC156,CCME11,1,Acetate,11.82,Fatty Acids,MMF.16S.326_CC156,PBS,Ampicillin,37,110
CC156,CCME11,1,Butyrate,3.09,Fatty Acids,MMF.16S.326_CC156,PBS,Ampicillin,37,110
CC156,CCME11,1,Glycine,0.13,Amino Acids,MMF.16S.326_CC156,PBS,Ampicillin,37,110
CC156,CCME11,1,Proline,0.34,Amino Acids,MMF.16S.326_CC156,PBS,Ampicillin,37,110
CC156,CCME11,1,Propionate,2.52,Fatty Acids,MMF.16S.326_CC156,PBS,Ampicillin,37,110
CC156,CCME11,1,Succinate,0.21,Organic acids,MMF.16S.326_CC156,PBS,Ampicillin,37,110
CC156,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC156,PBS,Ampicillin,37,110
CC157,CCME11,1,5-Aminovalerate,0.24,Fatty Acids,MMF.16S.326_CC157,BpKH6,Ampicillin,37,111
CC157,CCME11,1,Acetate,19.93,Fatty Acids,MMF.16S.326_CC157,BpKH6,Ampicillin,37,111
CC157,CCME11,1,Butyrate,2.7,Fatty Acids,MMF.16S.326_CC157,BpKH6,Ampicillin,37,111
CC157,CCME11,1,Glycine,0.16,Amino Acids,MMF.16S.326_CC157,BpKH6,Ampicillin,37,111
CC157,CCME11,1,Proline,0.42000000000000004,Amino Acids,MMF.16S.326_CC157,BpKH6,Ampicillin,37,111
CC157,CCME11,1,Propionate,1.9,Fatty Acids,MMF.16S.326_CC157,BpKH6,Ampicillin,37,111
CC157,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC157,BpKH6,Ampicillin,37,111
CC157,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC157,BpKH6,Ampicillin,37,111
CC158,CCME11,1,5-Aminovalerate,0.13,Fatty Acids,MMF.16S.326_CC158,BpKH6,Ampicillin,37,112
CC158,CCME11,1,Acetate,14.57,Fatty Acids,MMF.16S.326_CC158,BpKH6,Ampicillin,37,112
CC158,CCME11,1,Butyrate,3.15,Fatty Acids,MMF.16S.326_CC158,BpKH6,Ampicillin,37,112
CC158,CCME11,1,Glycine,0.7,Amino Acids,MMF.16S.326_CC158,BpKH6,Ampicillin,37,112
CC158,CCME11,1,Proline,0.7000000000000001,Amino Acids,MMF.16S.326_CC158,BpKH6,Ampicillin,37,112
CC158,CCME11,1,Propionate,2.79,Fatty Acids,MMF.16S.326_CC158,BpKH6,Ampicillin,37,112
CC158,CCME11,1,Succinate,0.14,Organic acids,MMF.16S.326_CC158,BpKH6,Ampicillin,37,112
CC158,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC158,BpKH6,Ampicillin,37,112
CC159,CCME11,1,5-Aminovalerate,0.15000000000000002,Fatty Acids,MMF.16S.326_CC159,BpKH6,Ampicillin,37,113
CC159,CCME11,1,Acetate,19.46,Fatty Acids,MMF.16S.326_CC159,BpKH6,Ampicillin,37,113
CC159,CCME11,1,Butyrate,3.6,Fatty Acids,MMF.16S.326_CC159,BpKH6,Ampicillin,37,113
CC159,CCME11,1,Glycine,0.29,Amino Acids,MMF.16S.326_CC159,BpKH6,Ampicillin,37,113
CC159,CCME11,1,Proline,0.5700000000000001,Amino Acids,MMF.16S.326_CC159,BpKH6,Ampicillin,37,113
CC159,CCME11,1,Propionate,2.61,Fatty Acids,MMF.16S.326_CC159,BpKH6,Ampicillin,37,113
CC159,CCME11,1,Succinate,0.05,Organic acids,MMF.16S.326_CC159,BpKH6,Ampicillin,37,113
CC159,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC159,BpKH6,Ampicillin,37,113
CC160,CCME11,1,5-Aminovalerate,0.06999999999999999,Fatty Acids,MMF.16S.326_CC160,BpKH6,Ampicillin,37,114
CC160,CCME11,1,Acetate,9.44,Fatty Acids,MMF.16S.326_CC160,BpKH6,Ampicillin,37,114
CC160,CCME11,1,Butyrate,2.54,Fatty Acids,MMF.16S.326_CC160,BpKH6,Ampicillin,37,114
CC160,CCME11,1,Glycine,0.4,Amino Acids,MMF.16S.326_CC160,BpKH6,Ampicillin,37,114
CC160,CCME11,1,Proline,0.62,Amino Acids,MMF.16S.326_CC160,BpKH6,Ampicillin,37,114
CC160,CCME11,1,Propionate,2.26,Fatty Acids,MMF.16S.326_CC160,BpKH6,Ampicillin,37,114
CC160,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC160,BpKH6,Ampicillin,37,114
CC160,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC160,BpKH6,Ampicillin,37,114
CC161,CCME11,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.326_CC161,BpSCSK,Ampicillin,37,115
CC161,CCME11,1,Acetate,11.12,Fatty Acids,MMF.16S.326_CC161,BpSCSK,Ampicillin,37,115
CC161,CCME11,1,Butyrate,0,Fatty Acids,MMF.16S.326_CC161,BpSCSK,Ampicillin,37,115
CC161,CCME11,1,Glycine,0.42,Amino Acids,MMF.16S.326_CC161,BpSCSK,Ampicillin,37,115
CC161,CCME11,1,Proline,1.3399999999999999,Amino Acids,MMF.16S.326_CC161,BpSCSK,Ampicillin,37,115
CC161,CCME11,1,Propionate,2.41,Fatty Acids,MMF.16S.326_CC161,BpSCSK,Ampicillin,37,115
CC161,CCME11,1,Succinate,0.95,Organic acids,MMF.16S.326_CC161,BpSCSK,Ampicillin,37,115
CC161,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC161,BpSCSK,Ampicillin,37,115
CC162,CCME11,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.326_CC162,BpSCSK,Ampicillin,37,116
CC162,CCME11,1,Acetate,13.44,Fatty Acids,MMF.16S.326_CC162,BpSCSK,Ampicillin,37,116
CC162,CCME11,1,Butyrate,0.06999999999999998,Fatty Acids,MMF.16S.326_CC162,BpSCSK,Ampicillin,37,116
CC162,CCME11,1,Glycine,0.28,Amino Acids,MMF.16S.326_CC162,BpSCSK,Ampicillin,37,116
CC162,CCME11,1,Proline,2.43,Amino Acids,MMF.16S.326_CC162,BpSCSK,Ampicillin,37,116
CC162,CCME11,1,Propionate,3.02,Fatty Acids,MMF.16S.326_CC162,BpSCSK,Ampicillin,37,116
CC162,CCME11,1,Succinate,0.04,Organic acids,MMF.16S.326_CC162,BpSCSK,Ampicillin,37,116
CC162,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC162,BpSCSK,Ampicillin,37,116
CC163,CCME11,1,5-Aminovalerate,0.59,Fatty Acids,MMF.16S.326_CC163,BpSCSK,Ampicillin,37,117
CC163,CCME11,1,Acetate,13.9,Fatty Acids,MMF.16S.326_CC163,BpSCSK,Ampicillin,37,117
CC163,CCME11,1,Butyrate,0,Fatty Acids,MMF.16S.326_CC163,BpSCSK,Ampicillin,37,117
CC163,CCME11,1,Glycine,0.44,Amino Acids,MMF.16S.326_CC163,BpSCSK,Ampicillin,37,117
CC163,CCME11,1,Proline,3.0500000000000003,Amino Acids,MMF.16S.326_CC163,BpSCSK,Ampicillin,37,117
CC163,CCME11,1,Propionate,3.18,Fatty Acids,MMF.16S.326_CC163,BpSCSK,Ampicillin,37,117
CC163,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC163,BpSCSK,Ampicillin,37,117
CC163,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC163,BpSCSK,Ampicillin,37,117
CC164,CCME11,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.326_CC164,BpSCSK,Ampicillin,37,118
CC164,CCME11,1,Acetate,7.17,Fatty Acids,MMF.16S.326_CC164,BpSCSK,Ampicillin,37,118
CC164,CCME11,1,Butyrate,0,Fatty Acids,MMF.16S.326_CC164,BpSCSK,Ampicillin,37,118
CC164,CCME11,1,Glycine,1.12,Amino Acids,MMF.16S.326_CC164,BpSCSK,Ampicillin,37,118
CC164,CCME11,1,Proline,3.58,Amino Acids,MMF.16S.326_CC164,BpSCSK,Ampicillin,37,118
CC164,CCME11,1,Propionate,2.9,Fatty Acids,MMF.16S.326_CC164,BpSCSK,Ampicillin,37,118
CC164,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC164,BpSCSK,Ampicillin,37,118
CC164,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC164,BpSCSK,Ampicillin,37,118
CC165,CCME11,1,5-Aminovalerate,0.11,Fatty Acids,MMF.16S.326_CC165,FMT Control,Ampicillin,44,123
CC165,CCME11,1,Acetate,5.32,Fatty Acids,MMF.16S.326_CC165,FMT Control,Ampicillin,44,123
CC165,CCME11,1,Butyrate,2.62,Fatty Acids,MMF.16S.326_CC165,FMT Control,Ampicillin,44,123
CC165,CCME11,1,Glycine,0.37,Amino Acids,MMF.16S.326_CC165,FMT Control,Ampicillin,44,123
CC165,CCME11,1,Proline,0.53,Amino Acids,MMF.16S.326_CC165,FMT Control,Ampicillin,44,123
CC165,CCME11,1,Propionate,1.53,Fatty Acids,MMF.16S.326_CC165,FMT Control,Ampicillin,44,123
CC165,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC165,FMT Control,Ampicillin,44,123
CC165,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC165,FMT Control,Ampicillin,44,123
CC166,CCME11,1,5-Aminovalerate,0.18,Fatty Acids,MMF.16S.326_CC166,FMT Control,Ampicillin,44,124
CC166,CCME11,1,Acetate,10.39,Fatty Acids,MMF.16S.326_CC166,FMT Control,Ampicillin,44,124
CC166,CCME11,1,Butyrate,4.3100000000000005,Fatty Acids,MMF.16S.326_CC166,FMT Control,Ampicillin,44,124
CC166,CCME11,1,Glycine,0.76,Amino Acids,MMF.16S.326_CC166,FMT Control,Ampicillin,44,124
CC166,CCME11,1,Proline,0.75,Amino Acids,MMF.16S.326_CC166,FMT Control,Ampicillin,44,124
CC166,CCME11,1,Propionate,2.14,Fatty Acids,MMF.16S.326_CC166,FMT Control,Ampicillin,44,124
CC166,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC166,FMT Control,Ampicillin,44,124
CC166,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC166,FMT Control,Ampicillin,44,124
CC167,CCME11,1,5-Aminovalerate,0.3,Fatty Acids,MMF.16S.326_CC167,FMT Control,Ampicillin,44,125
CC167,CCME11,1,Acetate,8.09,Fatty Acids,MMF.16S.326_CC167,FMT Control,Ampicillin,44,125
CC167,CCME11,1,Butyrate,3.5100000000000002,Fatty Acids,MMF.16S.326_CC167,FMT Control,Ampicillin,44,125
CC167,CCME11,1,Glycine,0.71,Amino Acids,MMF.16S.326_CC167,FMT Control,Ampicillin,44,125
CC167,CCME11,1,Proline,0.71,Amino Acids,MMF.16S.326_CC167,FMT Control,Ampicillin,44,125
CC167,CCME11,1,Propionate,2.19,Fatty Acids,MMF.16S.326_CC167,FMT Control,Ampicillin,44,125
CC167,CCME11,1,Succinate,0.15,Organic acids,MMF.16S.326_CC167,FMT Control,Ampicillin,44,125
CC167,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC167,FMT Control,Ampicillin,44,125
CC168,CCME11,1,5-Aminovalerate,0.21000000000000002,Fatty Acids,MMF.16S.326_CC168,FMT Control,Ampicillin,44,126
CC168,CCME11,1,Acetate,6.52,Fatty Acids,MMF.16S.326_CC168,FMT Control,Ampicillin,44,126
CC168,CCME11,1,Butyrate,3.0100000000000002,Fatty Acids,MMF.16S.326_CC168,FMT Control,Ampicillin,44,126
CC168,CCME11,1,Glycine,0.41,Amino Acids,MMF.16S.326_CC168,FMT Control,Ampicillin,44,126
CC168,CCME11,1,Proline,0.6,Amino Acids,MMF.16S.326_CC168,FMT Control,Ampicillin,44,126
CC168,CCME11,1,Propionate,1.96,Fatty Acids,MMF.16S.326_CC168,FMT Control,Ampicillin,44,126
CC168,CCME11,1,Succinate,0.03,Organic acids,MMF.16S.326_CC168,FMT Control,Ampicillin,44,126
CC168,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC168,FMT Control,Ampicillin,44,126
CC169,CCME11,1,5-Aminovalerate,0.14,Fatty Acids,MMF.16S.326_CC169,SPF,NA,44,119
CC169,CCME11,1,Acetate,18.35,Fatty Acids,MMF.16S.326_CC169,SPF,NA,44,119
CC169,CCME11,1,Butyrate,3.65,Fatty Acids,MMF.16S.326_CC169,SPF,NA,44,119
CC169,CCME11,1,Glycine,0.63,Amino Acids,MMF.16S.326_CC169,SPF,NA,44,119
CC169,CCME11,1,Proline,0.6,Amino Acids,MMF.16S.326_CC169,SPF,NA,44,119
CC169,CCME11,1,Propionate,2.52,Fatty Acids,MMF.16S.326_CC169,SPF,NA,44,119
CC169,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC169,SPF,NA,44,119
CC169,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC169,SPF,NA,44,119
CC170,CCME11,1,5-Aminovalerate,0.3,Fatty Acids,MMF.16S.326_CC170,SPF,NA,44,120
CC170,CCME11,1,Acetate,12.47,Fatty Acids,MMF.16S.326_CC170,SPF,NA,44,120
CC170,CCME11,1,Butyrate,7.04,Fatty Acids,MMF.16S.326_CC170,SPF,NA,44,120
CC170,CCME11,1,Glycine,0.68,Amino Acids,MMF.16S.326_CC170,SPF,NA,44,120
CC170,CCME11,1,Proline,0.72,Amino Acids,MMF.16S.326_CC170,SPF,NA,44,120
CC170,CCME11,1,Propionate,2.26,Fatty Acids,MMF.16S.326_CC170,SPF,NA,44,120
CC170,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC170,SPF,NA,44,120
CC170,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC170,SPF,NA,44,120
CC171,CCME11,1,5-Aminovalerate,0.21000000000000002,Fatty Acids,MMF.16S.326_CC171,SPF,NA,44,121
CC171,CCME11,1,Acetate,11.96,Fatty Acids,MMF.16S.326_CC171,SPF,NA,44,121
CC171,CCME11,1,Butyrate,4.18,Fatty Acids,MMF.16S.326_CC171,SPF,NA,44,121
CC171,CCME11,1,Glycine,1.01,Amino Acids,MMF.16S.326_CC171,SPF,NA,44,121
CC171,CCME11,1,Proline,0.88,Amino Acids,MMF.16S.326_CC171,SPF,NA,44,121
CC171,CCME11,1,Propionate,1.92,Fatty Acids,MMF.16S.326_CC171,SPF,NA,44,121
CC171,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC171,SPF,NA,44,121
CC171,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC171,SPF,NA,44,121
CC172,CCME11,1,5-Aminovalerate,0.34,Fatty Acids,MMF.16S.326_CC172,SPF,NA,44,122
CC172,CCME11,1,Acetate,7.17,Fatty Acids,MMF.16S.326_CC172,SPF,NA,44,122
CC172,CCME11,1,Butyrate,3.5700000000000003,Fatty Acids,MMF.16S.326_CC172,SPF,NA,44,122
CC172,CCME11,1,Glycine,0.4,Amino Acids,MMF.16S.326_CC172,SPF,NA,44,122
CC172,CCME11,1,Proline,0.53,Amino Acids,MMF.16S.326_CC172,SPF,NA,44,122
CC172,CCME11,1,Propionate,1.44,Fatty Acids,MMF.16S.326_CC172,SPF,NA,44,122
CC172,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC172,SPF,NA,44,122
CC172,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC172,SPF,NA,44,122
CC173,CCME11,1,5-Aminovalerate,0.11,Fatty Acids,MMF.16S.326_CC173,PBS,Ampicillin,44,107
CC173,CCME11,1,Acetate,28.49,Fatty Acids,MMF.16S.326_CC173,PBS,Ampicillin,44,107
CC173,CCME11,1,Butyrate,11.06,Fatty Acids,MMF.16S.326_CC173,PBS,Ampicillin,44,107
CC173,CCME11,1,Glycine,0.71,Amino Acids,MMF.16S.326_CC173,PBS,Ampicillin,44,107
CC173,CCME11,1,Proline,0.45999999999999996,Amino Acids,MMF.16S.326_CC173,PBS,Ampicillin,44,107
CC173,CCME11,1,Propionate,2.01,Fatty Acids,MMF.16S.326_CC173,PBS,Ampicillin,44,107
CC173,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC173,PBS,Ampicillin,44,107
CC173,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC173,PBS,Ampicillin,44,107
CC174,CCME11,1,5-Aminovalerate,0.15000000000000002,Fatty Acids,MMF.16S.326_CC174,PBS,Ampicillin,44,108
CC174,CCME11,1,Acetate,32.72,Fatty Acids,MMF.16S.326_CC174,PBS,Ampicillin,44,108
CC174,CCME11,1,Butyrate,4.42,Fatty Acids,MMF.16S.326_CC174,PBS,Ampicillin,44,108
CC174,CCME11,1,Glycine,0.27,Amino Acids,MMF.16S.326_CC174,PBS,Ampicillin,44,108
CC174,CCME11,1,Proline,0.41000000000000003,Amino Acids,MMF.16S.326_CC174,PBS,Ampicillin,44,108
CC174,CCME11,1,Propionate,2.3,Fatty Acids,MMF.16S.326_CC174,PBS,Ampicillin,44,108
CC174,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC174,PBS,Ampicillin,44,108
CC174,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC174,PBS,Ampicillin,44,108
CC175,CCME11,1,5-Aminovalerate,0.84,Fatty Acids,MMF.16S.326_CC175,PBS,Ampicillin,44,109
CC175,CCME11,1,Acetate,16.07,Fatty Acids,MMF.16S.326_CC175,PBS,Ampicillin,44,109
CC175,CCME11,1,Butyrate,3.22,Fatty Acids,MMF.16S.326_CC175,PBS,Ampicillin,44,109
CC175,CCME11,1,Glycine,0.69,Amino Acids,MMF.16S.326_CC175,PBS,Ampicillin,44,109
CC175,CCME11,1,Proline,0.71,Amino Acids,MMF.16S.326_CC175,PBS,Ampicillin,44,109
CC175,CCME11,1,Propionate,2.6999999999999997,Fatty Acids,MMF.16S.326_CC175,PBS,Ampicillin,44,109
CC175,CCME11,1,Succinate,0.28,Organic acids,MMF.16S.326_CC175,PBS,Ampicillin,44,109
CC175,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC175,PBS,Ampicillin,44,109
CC176,CCME11,1,5-Aminovalerate,0.45999999999999996,Fatty Acids,MMF.16S.326_CC176,PBS,Ampicillin,44,110
CC176,CCME11,1,Acetate,13.55,Fatty Acids,MMF.16S.326_CC176,PBS,Ampicillin,44,110
CC176,CCME11,1,Butyrate,3,Fatty Acids,MMF.16S.326_CC176,PBS,Ampicillin,44,110
CC176,CCME11,1,Glycine,0.8,Amino Acids,MMF.16S.326_CC176,PBS,Ampicillin,44,110
CC176,CCME11,1,Proline,0.88,Amino Acids,MMF.16S.326_CC176,PBS,Ampicillin,44,110
CC176,CCME11,1,Propionate,1.98,Fatty Acids,MMF.16S.326_CC176,PBS,Ampicillin,44,110
CC176,CCME11,1,Succinate,0.24,Organic acids,MMF.16S.326_CC176,PBS,Ampicillin,44,110
CC176,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC176,PBS,Ampicillin,44,110
CC177,CCME11,1,5-Aminovalerate,0.09999999999999999,Fatty Acids,MMF.16S.326_CC177,BpKH6,Ampicillin,44,111
CC177,CCME11,1,Acetate,12.11,Fatty Acids,MMF.16S.326_CC177,BpKH6,Ampicillin,44,111
CC177,CCME11,1,Butyrate,2.5700000000000003,Fatty Acids,MMF.16S.326_CC177,BpKH6,Ampicillin,44,111
CC177,CCME11,1,Glycine,0.37,Amino Acids,MMF.16S.326_CC177,BpKH6,Ampicillin,44,111
CC177,CCME11,1,Proline,0.47,Amino Acids,MMF.16S.326_CC177,BpKH6,Ampicillin,44,111
CC177,CCME11,1,Propionate,1.46,Fatty Acids,MMF.16S.326_CC177,BpKH6,Ampicillin,44,111
CC177,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC177,BpKH6,Ampicillin,44,111
CC177,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC177,BpKH6,Ampicillin,44,111
CC178,CCME11,1,5-Aminovalerate,0.09000000000000001,Fatty Acids,MMF.16S.326_CC178,BpKH6,Ampicillin,44,112
CC178,CCME11,1,Acetate,4.23,Fatty Acids,MMF.16S.326_CC178,BpKH6,Ampicillin,44,112
CC178,CCME11,1,Butyrate,2.93,Fatty Acids,MMF.16S.326_CC178,BpKH6,Ampicillin,44,112
CC178,CCME11,1,Glycine,0.3,Amino Acids,MMF.16S.326_CC178,BpKH6,Ampicillin,44,112
CC178,CCME11,1,Proline,0.4,Amino Acids,MMF.16S.326_CC178,BpKH6,Ampicillin,44,112
CC178,CCME11,1,Propionate,1.49,Fatty Acids,MMF.16S.326_CC178,BpKH6,Ampicillin,44,112
CC178,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC178,BpKH6,Ampicillin,44,112
CC178,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC178,BpKH6,Ampicillin,44,112
CC179,CCME11,1,5-Aminovalerate,0.42000000000000004,Fatty Acids,MMF.16S.326_CC179,BpKH6,Ampicillin,44,113
CC179,CCME11,1,Acetate,10.68,Fatty Acids,MMF.16S.326_CC179,BpKH6,Ampicillin,44,113
CC179,CCME11,1,Butyrate,2.58,Fatty Acids,MMF.16S.326_CC179,BpKH6,Ampicillin,44,113
CC179,CCME11,1,Glycine,0.51,Amino Acids,MMF.16S.326_CC179,BpKH6,Ampicillin,44,113
CC179,CCME11,1,Proline,0.62,Amino Acids,MMF.16S.326_CC179,BpKH6,Ampicillin,44,113
CC179,CCME11,1,Propionate,2.29,Fatty Acids,MMF.16S.326_CC179,BpKH6,Ampicillin,44,113
CC179,CCME11,1,Succinate,0.12,Organic acids,MMF.16S.326_CC179,BpKH6,Ampicillin,44,113
CC179,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC179,BpKH6,Ampicillin,44,113
CC180,CCME11,1,5-Aminovalerate,0.19,Fatty Acids,MMF.16S.326_CC180,BpKH6,Ampicillin,44,114
CC180,CCME11,1,Acetate,12.82,Fatty Acids,MMF.16S.326_CC180,BpKH6,Ampicillin,44,114
CC180,CCME11,1,Butyrate,2.36,Fatty Acids,MMF.16S.326_CC180,BpKH6,Ampicillin,44,114
CC180,CCME11,1,Glycine,0.44,Amino Acids,MMF.16S.326_CC180,BpKH6,Ampicillin,44,114
CC180,CCME11,1,Proline,0.53,Amino Acids,MMF.16S.326_CC180,BpKH6,Ampicillin,44,114
CC180,CCME11,1,Propionate,1.7799999999999998,Fatty Acids,MMF.16S.326_CC180,BpKH6,Ampicillin,44,114
CC180,CCME11,1,Succinate,0,Organic acids,MMF.16S.326_CC180,BpKH6,Ampicillin,44,114
CC180,CCME11,1,Tyramine,0,Other,MMF.16S.326_CC180,BpKH6,Ampicillin,44,114
CC181,CCME11,1,5-Aminovalerate,0,Fatty Acids,MMF.16S.326_CC181,BpSCSK,Ampicillin,44,115
CC181,CCME11,1,Acetate,19.08,Fatty Acids,MMF.16S.326_CC181,BpSCSK,Ampicillin,44,115
CC181,CCME11,1,Butyrate,0.04999999999999999,Fatty Acids,MMF.16S.326_CC181,BpSCSK,Ampicillin,44,115
