sampleid,experiment,set,compound,concentration_ugmL,compound_class,internal_standadard_used_for_normalization,CAS_number,formal_name,abbreviation,molecular_formula,neutral_mass,concentration_mM,concentration_µM,samplename,group,treatment,day,mouse.number
CC44,CCME11,1,Lithocholic Acid,0,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0,0,MMF.16S.319_CC44,BpSCSK,Ampicillin,3,118
CC44,CCME11,1,Taurochenodeoxycholic Acid,0.323333333333333,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,6.475774195495203e-4,0.6475774195495203,MMF.16S.319_CC44,BpSCSK,Ampicillin,3,118
CC44,CCME11,1,Taurocholic Acid,21.3733333333333,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.04147812459104872,41.47812459104872,MMF.16S.319_CC44,BpSCSK,Ampicillin,3,118
CC44,CCME11,1,Ursocholic Acid,1.63,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.0039922838704873715,3.9922838704873715,MMF.16S.319_CC44,BpSCSK,Ampicillin,3,118
CC44,CCME11,1,Ursodeoxycholic Acid,3.80333333333333,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.009695141748325498,9.695141748325497,MMF.16S.319_CC44,BpSCSK,Ampicillin,3,118
CC61,CCME11,1,3-Oxolithocholic Acid,1.03666666666667,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.0027697468478099004,2.7697468478099005,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Allocholic Acid,29.2433333333333,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.07162434845763942,71.62434845763941,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Alloisolithocholic Acid,0.576666666666667,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.0015324741910972294,1.5324741910972295,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Alpha-Muricholic Acid,216.686666666667,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.5307206652042996,530.7206652042996,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Beta-Muricholic Acid,528.583333333333,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,1.2946347950154082,1294.6347950154081,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Chenodeoxycholic Acid,1.12666666666667,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.002872005180485566,2.872005180485566,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Cholic Acid,52.1833333333333,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.12781023311345557,127.81023311345557,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Deoxycholic Acid,374.476666666667,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.9545848461280746,954.5848461280746,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Glycochenodeoxycholic Acid,0.193333333333333,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,4.302854803206332e-4,0.4302854803206332,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Glycocholic Acid,0.0733333333333333,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,1.5760136454126891e-4,0.1576013645412689,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Isodeoxycholic Acid,31.7066666666667,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.08082400377745162,80.82400377745162,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Lithocholic Acid,21.5133333333333,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.05717104657650923,57.171046576509234,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Taurochenodeoxycholic Acid,0.323333333333333,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,6.475774195495203e-4,0.6475774195495203,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Taurocholic Acid,4.49333333333333,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.008719980029434454,8.719980029434453,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Ursocholic Acid,2.48,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.006074149692520664,6.074149692520664,MMF.16S.319_CC61,SPF,NA,7,119
CC61,CCME11,1,Ursodeoxycholic Acid,5.19333333333333,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.01323841441182395,13.23841441182395,MMF.16S.319_CC61,SPF,NA,7,119
CC62,CCME11,1,3-Oxolithocholic Acid,0.106666666666667,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,2.849900293566457e-4,0.2849900293566457,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Allocholic Acid,164.753333333333,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.40352274556791096,403.52274556791093,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Alloisolithocholic Acid,0.0266666666666667,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,7.08658585478488e-5,0.0708658585478488,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Alpha-Muricholic Acid,367.166666666667,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.8992843933214406,899.2843933214406,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Beta-Muricholic Acid,1174.38333333333,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,2.876362968979048,2876.3629689790478,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Chenodeoxycholic Acid,24.0466666666667,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.06129776737284864,61.29776737284864,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Cholic Acid,887.723333333333,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,2.174259843633098,2174.259843633098,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Deoxycholic Acid,192.436666666667,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.4905435830609823,490.54358306098226,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Glycochenodeoxycholic Acid,0.0933333333333333,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,2.077240249823749e-4,0.2077240249823749,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Glycocholic Acid,0.203333333333333,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,4.3698560168260877e-4,0.43698560168260875,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Isodeoxycholic Acid,12.1966666666667,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.03109073063726829,31.09073063726829,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Lithocholic Acid,9.41333333333333,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.02501565471522502,25.01565471522502,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Taurochenodeoxycholic Acid,2.09333333333333,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,0.004192563087392769,4.192563087392769,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Taurocholic Acid,53.2133333333333,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.1032683688352312,103.2683688352312,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Ursocholic Acid,10.14,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.02483543462990304,24.83543462990304,MMF.16S.319_CC62,SPF,NA,7,120
CC62,CCME11,1,Ursodeoxycholic Acid,12.7233333333333,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.03243326560329392,32.43326560329392,MMF.16S.319_CC62,SPF,NA,7,120
CC63,CCME11,1,3-Oxolithocholic Acid,0.266666666666667,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,7.124750733916128e-4,0.7124750733916129,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Allocholic Acid,32.9433333333333,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.08068658791825492,80.68658791825492,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Alloisolithocholic Acid,0.386666666666667,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.0010275549489438072,1.0275549489438072,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Alpha-Muricholic Acid,111.046666666667,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.2719814823341855,271.9814823341855,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Beta-Muricholic Acid,444.013333333333,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,1.087501391992637,1087.501391992637,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Chenodeoxycholic Acid,2.13666666666667,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.005446613374826169,5.4466133748261685,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Cholic Acid,74.4133333333333,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.18225714749439684,182.25714749439683,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Deoxycholic Acid,167.956666666667,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.4281411983110238,428.1411983110238,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Glycochenodeoxycholic Acid,0.103333333333333,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,2.2998017051620014e-4,0.22998017051620012,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Glycocholic Acid,0.103333333333333,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,2.2207465003542376e-4,0.22207465003542376,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Isodeoxycholic Acid,13.2766666666667,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.033843777023295864,33.843777023295864,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Lithocholic Acid,12.2233333333333,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.03248314654416782,32.483146544167816,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Taurochenodeoxycholic Acid,1.45333333333333,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,0.002910760360037016,2.910760360037016,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Taurocholic Acid,36.9133333333333,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.071635800330828725,71.63580033082873,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Ursocholic Acid,1.16,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.002841134533598375,2.841134533598375,MMF.16S.319_CC63,SPF,NA,7,121
CC63,CCME11,1,Ursodeoxycholic Acid,1.94333333333333,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.004953784083500228,4.953784083500228,MMF.16S.319_CC63,SPF,NA,7,121
CC64,CCME11,1,3-Oxolithocholic Acid,1.51666666666667,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.004052201979914802,4.052201979914802,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Allocholic Acid,6.57333333333333,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.01609976235705745,16.09976235705745,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Alloisolithocholic Acid,2.80666666666667,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.007458631612161087,7.458631612161087,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Alpha-Muricholic Acid,99.2066666666667,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.24298231606021517,242.98231606021517,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Beta-Muricholic Acid,274.233333333333,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.671667063445799,671.6670634457989,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Chenodeoxycholic Acid,0.486666666666667,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.0012405702850618097,1.2405702850618097,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Cholic Acid,10.1933333333333,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.024966061505010927,24.966061505010927,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Deoxycholic Acid,159.656666666667,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.40698352701099716,406.98352701099714,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Glycochenodeoxycholic Acid,0.0933333333333333,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,2.077240249823749e-4,0.2077240249823749,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Glycocholic Acid,0.0233333333333333,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,5.0145888717676424e-5,0.050145888717676425,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Isodeoxycholic Acid,13.9066666666667,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.03544972074847862,35.449720748478626,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Lithocholic Acid,19.7833333333333,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.05257362278146611,52.573622781466106,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Taurochenodeoxycholic Acid,0.373333333333333,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,7.477182576241887e-4,0.7477182576241886,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Taurocholic Acid,4.04333333333333,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.007846688260908006,7.846688260908007,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Ursocholic Acid,0.58,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.0014205672667991875,1.4205672667991875,MMF.16S.319_CC64,SPF,NA,7,122
CC64,CCME11,1,Ursodeoxycholic Acid,1.23333333333333,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.003143910996389507,3.1439109963895073,MMF.16S.319_CC64,SPF,NA,7,122
CC65,CCME11,1,3-Oxolithocholic Acid,0.696666666666667,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.0018613411292355872,1.8613411292355873,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Allocholic Acid,19.5933333333333,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.04798904824279087,47.98904824279087,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Alloisolithocholic Acid,0.0166666666666667,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,4.429116159240554e-5,0.04429116159240554,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Alpha-Muricholic Acid,216.346666666667,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.5298879188754864,529.8879188754863,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Beta-Muricholic Acid,536.413333333333,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,1.3138124531171973,1313.8124531171973,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Chenodeoxycholic Acid,14.7466666666667,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.037590979048722294,37.590979048722296,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Cholic Acid,177.433333333333,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.4345792851248311,434.57928512483113,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Deoxycholic Acid,311.776666666667,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.7947552087170293,794.7552087170293,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Glycochenodeoxycholic Acid,0.123333333333333,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,2.744924615838519e-4,0.27449246158385193,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Glycocholic Acid,1.74333333333333,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,0.003746614257049251,3.746614257049251,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Isodeoxycholic Acid,33.4866666666667,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.08536143208034892,85.36143208034892,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Lithocholic Acid,38.6033333333333,Secondary,D4 Lithocholic acid,434-13-9,5_-Cholanic acid-3_-ol,LCA,C24H40O3,376.2977,0.10258721574257111,102.58721574257112,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Taurochenodeoxycholic Acid,0.933333333333333,Primary Conjugated,D4 Taurodeoxycholic acid,6009-98-9,"5_-Cholanic acid-3_, 7_-diol N-(2-sulphoethyl)-amide",TCDCA,C26H45NO6S,499.2968,0.0018692956440604727,1.8692956440604727,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Taurocholic Acid,7.49333333333333,Primary Conjugated,D4 Taurocholic acid,345909-26-4,"5_-Cholanic acid-3_, 7_, 12_-triol N-(2-sulphoethyl)-amide",TCA,C26H45NO7S,515.2917,0.01454192515294411,14.54192515294411,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Ursocholic Acid,2.39,Secondary,D4 Cholic acid,2955-27-3,"5_-Cholanic acid-3_, 7_, 12_-triol",UCA,C24H40O5,408.2876,0.005853716840775963,5.853716840775963,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC65,CCME11,1,Ursodeoxycholic Acid,7.84333333333333,Secondary,D4 Deoxycholic acid,128-13-2,"5_-Cholanic acid-3_, 7_-diol",UDCA,C24H40O4,392.2927,0.01999357452568791,19.99357452568791,MMF.16S.319_CC65,PBS,Ampicillin,7,107
CC66,CCME11,1,3-Oxolithocholic Acid,1.20666666666667,Secondary,D4 Lithocholic acid,1553-56-6,3-Oxo-5_-cholanoic Acid,3-oxoLCA,C24H38O3,374.2821,0.0032239497070970535,3.2239497070970535,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Allocholic Acid,9.42333333333333,Secondary,D4 Cholic acid,2464-18-8,"3_,7_,12_-Trihydroxy-5_-cholan-24-oic acid",alloCA,C24H40O5,408.2876,0.023080135995639666,23.080135995639665,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Alloisolithocholic Acid,2.42666666666667,Secondary,D4 Lithocholic acid,2276-93-9,5_-Cholanic acid-3_-ol,isoalloLCA,C24H40O3,376.2978,0.0064487931278542415,6.448793127854241,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Alpha-Muricholic Acid,122.706666666667,Primary Rodent,D5 Alpha-Muricholic Acid,2393-58-0,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.30053978290466576,300.53978290466574,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Beta-Muricholic Acid,310.373333333333,Primary Rodent,D5 Alpha-Muricholic Acid,2393-59-1,"5_-Cholanic acid-3_, 6_, 7_-triol",_MCA,C24H40O5,408.2876,0.760183099690838,760.1830996908379,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Chenodeoxycholic Acid,2.67666666666667,Primary,D4 Deoxycholic acid,474-25-9,"5_-Cholanic acid-3_,7_-diol",CDCA,C24H40O4,392.2927,0.006823136567839956,6.823136567839956,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Cholic Acid,92.7733333333333,Primary,D4 Cholic acid,81-25-4,"5_-Cholanic acid-3_, 7_, 12_-triol",CA,C24H40O5,408.2876,0.22722544925031596,227.22544925031596,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Deoxycholic Acid,139.386666666667,Secondary,D4 Deoxycholic acid,83-44-3,"5_-Cholanic acid-3_, 12_-diol",DCA,C24H40O4,392.2927,0.35531292493249805,355.31292493249805,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Glycochenodeoxycholic Acid,0.123333333333333,Primary Conjugated,D4 Glycodeoxycholic acid,16564-43-5,"5_-Cholanic acid-3_, 7_-diol N-(carboxymethyl)-amide",GCDCA,C26H43NO5,449.3141,2.744924615838519e-4,0.27449246158385193,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Glycocholic Acid,0.133333333333333,Primary Conjugated,D4 Glycocholic Acid,475-31-0,"5_-Cholanic acid-3_, 7_, 12_-triol N-(carboxymethyl)-amide",GCA,C26H43NO6,465.309,2.8654793552957927e-4,0.28654793552957925,MMF.16S.319_CC66,PBS,Ampicillin,7,108
CC66,CCME11,1,Isodeoxycholic Acid,11.7466666666667,Secondary,D4 Deoxycholic acid,570-63-8,"5_-Cholanic acid-3_, 12_-diol",IsoDCA,C24H40O4,392.2927,0.02994362797642347,29.94362797642347,MMF.16S.319_CC66,PBS,Ampicillin,7,108
